home_team_enc,away_team_enc,home_wins_last3y,home_draws_last3y,home_losses_last3y,home_goals_for_last3y,home_goals_against_last3y,away_wins_last3y,away_draws_last3y,away_losses_last3y,away_goals_for_last3y,away_goals_against_last3y,home_h2h_winrate,result,date,home_team,away_team,result_enc
33,11,35.0,15.0,28.0,102.0,78.0,26.0,20.0,32.0,95.0,105.0,0.3157894736842105,D,2014-05-03,SAO PAULO,CORITIBA,1
18,36,36.0,21.0,21.0,108.0,80.0,16.0,12.0,12.0,61.0,56.0,0.3448275862068966,A,2014-05-04,FLUMINENSE,VITORIA,0
5,6,24.0,26.0,28.0,77.0,88.0,32.0,21.0,25.0,117.0,96.0,0.1578947368421052,H,2014-05-04,BAHIA,BOTAFOGO RJ,2
12,16,13.0,7.0,20.0,50.0,66.0,7.0,9.0,24.0,39.0,77.0,0.2,H,2014-05-04,CRICIUMA,FIGUEIRENSE,2
17,27,24.0,28.0,26.0,82.0,94.0,10.0,7.0,23.0,41.0,56.0,0.2758620689655172,H,2014-05-04,FLAMENGO RJ,PALMEIRAS,2
22,34,25.0,29.0,24.0,98.0,94.0,11.0,12.0,17.0,42.0,58.0,0.293103448275862,H,2014-05-04,INTERNACIONAL,SPORT RECIFE,2
3,20,35.0,25.0,18.0,114.0,77.0,17.0,12.0,11.0,49.0,44.0,0.4655172413793103,A,2014-05-04,ATLETICO-MG,GOIAS,0
9,10,0.0,1.0,1.0,1.0,2.0,27.0,30.0,21.0,80.0,61.0,0.0,A,2014-05-04,CHAPECOENSE-SC,CORINTHIANS,0
22,1,26.0,29.0,24.0,100.0,95.0,19.0,11.0,11.0,70.0,54.0,0.3050847457627119,H,2014-05-10,INTERNACIONAL,ATHLETICO-PR,2
27,20,10.0,7.0,24.0,43.0,60.0,18.0,12.0,11.0,50.0,44.0,0.1463414634146341,H,2014-05-10,PALMEIRAS,GOIAS,2
6,12,32.0,21.0,26.0,117.0,97.0,14.0,7.0,20.0,51.0,66.0,0.3448275862068966,H,2014-05-11,BOTAFOGO RJ,CRICIUMA,2
3,13,35.0,25.0,19.0,114.0,78.0,40.0,15.0,24.0,130.0,92.0,0.3461538461538461,H,2014-05-11,ATLETICO-MG,CRUZEIRO,2
9,21,0.0,1.0,2.0,1.0,3.0,39.0,23.0,17.0,100.0,70.0,0.0,A,2014-05-11,CHAPECOENSE-SC,GREMIO,0
18,17,36.0,21.0,22.0,109.0,82.0,25.0,28.0,26.0,86.0,96.0,0.2597402597402597,H,2014-05-11,FLUMINENSE,FLAMENGO RJ,2
33,10,35.0,16.0,28.0,104.0,80.0,28.0,30.0,21.0,81.0,61.0,0.3076923076923077,D,2014-05-11,SAO PAULO,CORINTHIANS,1
5,36,25.0,26.0,28.0,78.0,88.0,17.0,12.0,12.0,63.0,57.0,0.2166666666666666,D,2014-05-11,BAHIA,VITORIA,1
11,34,26.0,21.0,32.0,97.0,107.0,11.0,12.0,18.0,43.0,60.0,0.3559322033898305,A,2014-05-11,CORITIBA,SPORT RECIFE,0
16,32,7.0,9.0,25.0,39.0,78.0,28.0,29.0,22.0,102.0,83.0,0.0862068965517241,A,2014-05-11,FIGUEIRENSE,SANTOS,0
20,6,18.0,12.0,12.0,50.0,46.0,33.0,21.0,26.0,123.0,97.0,0.1864406779661017,H,2014-05-15,GOIAS,BOTAFOGO RJ,2
13,11,40.0,15.0,25.0,131.0,94.0,26.0,21.0,33.0,97.0,108.0,0.2987012987012987,H,2014-05-17,CRUZEIRO,CORITIBA,2
1,9,19.0,11.0,12.0,71.0,56.0,0.0,1.0,3.0,2.0,5.0,0.6363636363636364,D,2014-05-18,ATHLETICO-PR,CHAPECOENSE-SC,1
10,16,28.0,31.0,21.0,82.0,62.0,7.0,9.0,26.0,39.0,80.0,0.3220338983050847,A,2014-05-18,CORINTHIANS,FIGUEIRENSE,0
17,33,25.0,28.0,27.0,86.0,98.0,35.0,17.0,28.0,105.0,81.0,0.2207792207792207,A,2014-05-18,FLAMENGO RJ,SAO PAULO,0
21,18,40.0,23.0,17.0,102.0,71.0,37.0,21.0,22.0,111.0,82.0,0.3421052631578947,H,2014-05-18,GREMIO,FLUMINENSE,2
12,22,14.0,7.0,21.0,51.0,72.0,27.0,29.0,24.0,102.0,96.0,0.1525423728813559,D,2014-05-18,CRICIUMA,INTERNACIONAL,1
32,3,29.0,29.0,22.0,104.0,83.0,36.0,25.0,19.0,116.0,79.0,0.2337662337662337,A,2014-05-18,SANTOS,ATLETICO-MG,0
36,27,17.0,13.0,12.0,64.0,58.0,11.0,7.0,24.0,45.0,60.0,0.2682926829268293,A,2014-05-18,VITORIA,PALMEIRAS,0
11,22,26.0,21.0,34.0,99.0,111.0,27.0,30.0,24.0,102.0,96.0,0.2692307692307692,D,2014-05-21,CORITIBA,INTERNACIONAL,1
17,5,25.0,28.0,28.0,86.0,100.0,25.0,27.0,28.0,79.0,89.0,0.2179487179487179,D,2014-05-21,FLAMENGO RJ,BAHIA,1
12,9,14.0,8.0,21.0,51.0,72.0,0.0,2.0,3.0,3.0,6.0,0.375,H,2014-05-22,CRICIUMA,CHAPECOENSE-SC,2
13,34,41.0,15.0,25.0,134.0,96.0,12.0,12.0,18.0,44.0,60.0,0.3934426229508196,H,2014-05-22,CRUZEIRO,SPORT RECIFE,2
10,1,28.0,31.0,22.0,82.0,63.0,19.0,12.0,12.0,72.0,57.0,0.3166666666666666,D,2014-05-22,CORINTHIANS,ATHLETICO-PR,1
18,33,37.0,21.0,23.0,111.0,83.0,36.0,17.0,28.0,107.0,81.0,0.2658227848101265,H,2014-05-22,FLUMINENSE,SAO PAULO,2
21,6,41.0,23.0,17.0,103.0,71.0,33.0,21.0,27.0,123.0,99.0,0.3417721518987341,H,2014-05-22,GREMIO,BOTAFOGO RJ,2
20,32,19.0,12.0,12.0,52.0,46.0,29.0,29.0,23.0,105.0,85.0,0.2,D,2014-05-22,GOIAS,SANTOS,1
27,16,12.0,7.0,24.0,46.0,60.0,8.0,9.0,26.0,40.0,80.0,0.1666666666666666,H,2014-05-22,PALMEIRAS,FIGUEIRENSE,2
36,3,17.0,13.0,13.0,64.0,59.0,37.0,25.0,19.0,118.0,80.0,0.1833333333333333,A,2014-05-23,VITORIA,ATLETICO-MG,0
5,18,25.0,28.0,28.0,80.0,90.0,38.0,21.0,23.0,116.0,85.0,0.1645569620253164,A,2014-05-24,BAHIA,FLUMINENSE,0
33,21,36.0,17.0,29.0,109.0,86.0,42.0,23.0,17.0,105.0,72.0,0.3,H,2014-05-25,SAO PAULO,GREMIO,2
1,11,19.0,13.0,12.0,73.0,58.0,26.0,22.0,34.0,100.0,112.0,0.2258064516129032,H,2014-05-25,ATHLETICO-PR,CORITIBA,2
16,20,8.0,9.0,27.0,40.0,81.0,19.0,13.0,12.0,54.0,48.0,0.1162790697674418,A,2014-05-25,FIGUEIRENSE,GOIAS,0
32,17,29.0,30.0,23.0,107.0,87.0,25.0,29.0,28.0,87.0,101.0,0.2278481012658227,D,2014-05-25,SANTOS,FLAMENGO RJ,1
34,10,12.0,12.0,19.0,44.0,62.0,28.0,32.0,22.0,83.0,64.0,0.1333333333333333,A,2014-05-25,SPORT RECIFE,CORINTHIANS,0
3,12,38.0,25.0,19.0,121.0,82.0,15.0,8.0,21.0,52.0,72.0,0.4590163934426229,D,2014-05-25,ATLETICO-MG,CRICIUMA,1
6,36,33.0,21.0,28.0,124.0,101.0,17.0,13.0,14.0,66.0,62.0,0.3442622950819672,D,2014-05-25,BOTAFOGO RJ,VITORIA,1
9,27,0.0,2.0,4.0,3.0,7.0,13.0,7.0,24.0,47.0,60.0,0.0,H,2014-05-25,CHAPECOENSE-SC,PALMEIRAS,2
22,13,27.0,31.0,24.0,103.0,97.0,42.0,15.0,25.0,136.0,96.0,0.2375,A,2014-05-25,INTERNACIONAL,CRUZEIRO,0
12,11,15.0,9.0,21.0,52.0,72.0,26.0,22.0,35.0,100.0,114.0,0.15625,H,2014-05-28,CRICIUMA,CORITIBA,2
27,6,13.0,7.0,25.0,47.0,62.0,33.0,22.0,28.0,125.0,102.0,0.1269841269841269,A,2014-05-28,PALMEIRAS,BOTAFOGO RJ,0
34,21,12.0,12.0,20.0,45.0,66.0,42.0,23.0,18.0,105.0,73.0,0.1290322580645161,D,2014-05-28,SPORT RECIFE,GREMIO,1
20,36,20.0,13.0,12.0,55.0,48.0,17.0,14.0,14.0,67.0,63.0,0.2727272727272727,D,2014-05-29,GOIAS,VITORIA,1
22,9,27.0,31.0,25.0,104.0,100.0,1.0,2.0,4.0,5.0,7.0,0.4222222222222222,H,2014-05-29,INTERNACIONAL,CHAPECOENSE-SC,2
3,18,38.0,26.0,19.0,121.0,82.0,39.0,21.0,23.0,117.0,85.0,0.345679012345679,H,2014-05-29,ATLETICO-MG,FLUMINENSE,2
1,33,20.0,13.0,12.0,75.0,58.0,37.0,17.0,29.0,110.0,86.0,0.238095238095238,D,2014-05-29,ATHLETICO-PR,SAO PAULO,1
10,13,29.0,32.0,22.0,87.0,65.0,43.0,15.0,25.0,139.0,97.0,0.2345679012345679,H,2014-05-29,CORINTHIANS,CRUZEIRO,2
17,16,25.0,30.0,28.0,87.0,101.0,8.0,9.0,28.0,40.0,82.0,0.265625,D,2014-05-29,FLAMENGO RJ,FIGUEIRENSE,1
5,32,25.0,28.0,29.0,80.0,91.0,29.0,31.0,23.0,107.0,87.0,0.1604938271604938,A,2014-05-30,BAHIA,SANTOS,0
11,20,26.0,22.0,36.0,100.0,115.0,20.0,14.0,12.0,55.0,48.0,0.3333333333333333,H,2014-05-31,CORITIBA,GOIAS,2
33,3,37.0,18.0,29.0,112.0,88.0,39.0,26.0,19.0,123.0,82.0,0.3086419753086419,H,2014-05-31,SAO PAULO,ATLETICO-MG,2
36,34,17.0,15.0,14.0,67.0,63.0,12.0,13.0,20.0,45.0,66.0,0.2444444444444444,A,2014-06-01,VITORIA,SPORT RECIFE,0
9,5,1.0,2.0,5.0,5.0,9.0,25.0,28.0,30.0,80.0,93.0,0.0227272727272727,H,2014-06-01,CHAPECOENSE-SC,BAHIA,2
10,6,30.0,32.0,22.0,88.0,65.0,34.0,22.0,28.0,127.0,102.0,0.2409638554216867,D,2014-06-01,CORINTHIANS,BOTAFOGO RJ,1
13,17,43.0,15.0,26.0,139.0,98.0,25.0,31.0,28.0,88.0,102.0,0.3125,H,2014-06-01,CRUZEIRO,FLAMENGO RJ,2
21,27,42.0,24.0,18.0,105.0,73.0,13.0,7.0,26.0,47.0,64.0,0.4444444444444444,D,2014-06-01,GREMIO,PALMEIRAS,1
16,1,8.0,10.0,28.0,41.0,83.0,20.0,14.0,12.0,77.0,60.0,0.1136363636363636,A,2014-06-01,FIGUEIRENSE,ATHLETICO-PR,0
18,22,39.0,21.0,24.0,117.0,87.0,28.0,31.0,25.0,106.0,100.0,0.2716049382716049,D,2014-06-01,FLUMINENSE,INTERNACIONAL,1
32,12,30.0,31.0,23.0,109.0,87.0,16.0,9.0,21.0,53.0,72.0,0.2857142857142857,H,2014-06-01,SANTOS,CRICIUMA,2
34,5,13.0,13.0,20.0,46.0,66.0,25.0,28.0,31.0,81.0,95.0,0.1290322580645161,H,2014-06-05,SPORT RECIFE,BAHIA,2
11,16,27.0,22.0,36.0,103.0,115.0,8.0,10.0,29.0,42.0,86.0,0.3384615384615385,A,2014-07-16,CORITIBA,FIGUEIRENSE,0
21,20,42.0,25.0,18.0,105.0,73.0,20.0,14.0,13.0,55.0,51.0,0.4307692307692308,D,2014-07-16,GREMIO,GOIAS,1
34,6,14.0,13.0,20.0,47.0,66.0,34.0,23.0,28.0,128.0,103.0,0.1363636363636363,H,2014-07-16,SPORT RECIFE,BOTAFOGO RJ,2
5,33,25.0,28.0,32.0,81.0,96.0,38.0,18.0,29.0,114.0,89.0,0.1566265060240964,A,2014-07-17,BAHIA,SAO PAULO,0
12,18,16.0,9.0,22.0,53.0,74.0,39.0,22.0,24.0,118.0,88.0,0.1692307692307692,H,2014-07-17,CRICIUMA,FLUMINENSE,2
17,1,25.0,31.0,29.0,88.0,105.0,21.0,14.0,12.0,80.0,61.0,0.2615384615384615,A,2014-07-17,FLAMENGO RJ,ATHLETICO-PR,0
10,22,30.0,33.0,22.0,89.0,66.0,28.0,32.0,25.0,107.0,101.0,0.2409638554216867,H,2014-07-17,CORINTHIANS,INTERNACIONAL,2
32,27,31.0,31.0,23.0,111.0,87.0,13.0,8.0,26.0,47.0,64.0,0.2878787878787879,H,2014-07-17,SANTOS,PALMEIRAS,2
13,36,44.0,15.0,26.0,142.0,98.0,17.0,15.0,15.0,67.0,64.0,0.4,H,2014-07-18,CRUZEIRO,VITORIA,2
3,5,39.0,26.0,20.0,124.0,84.0,25.0,28.0,33.0,81.0,98.0,0.3493975903614458,D,2014-07-19,ATLETICO-MG,BAHIA,1
16,21,9.0,10.0,29.0,44.0,86.0,42.0,26.0,18.0,105.0,73.0,0.0769230769230769,A,2014-07-19,FIGUEIRENSE,GREMIO,0
33,9,39.0,18.0,29.0,116.0,89.0,2.0,2.0,5.0,7.0,10.0,0.5531914893617021,A,2014-07-19,SAO PAULO,CHAPECOENSE-SC,0
6,11,34.0,23.0,29.0,128.0,104.0,27.0,22.0,37.0,103.0,117.0,0.2560975609756097,H,2014-07-20,BOTAFOGO RJ,CORITIBA,2
22,17,28.0,32.0,26.0,108.0,103.0,25.0,31.0,30.0,89.0,107.0,0.2409638554216867,H,2014-07-20,INTERNACIONAL,FLAMENGO RJ,2
27,13,13.0,8.0,27.0,47.0,66.0,45.0,15.0,26.0,145.0,99.0,0.123076923076923,A,2014-07-20,PALMEIRAS,CRUZEIRO,0
36,10,17.0,15.0,16.0,68.0,67.0,31.0,33.0,22.0,91.0,67.0,0.171875,D,2014-07-20,VITORIA,CORINTHIANS,1
1,12,22.0,14.0,12.0,82.0,62.0,17.0,9.0,22.0,56.0,76.0,0.3260869565217391,H,2014-07-20,ATHLETICO-PR,CRICIUMA,2
18,32,39.0,22.0,25.0,120.0,91.0,32.0,31.0,23.0,113.0,87.0,0.2650602409638554,H,2014-07-20,FLUMINENSE,SANTOS,2
20,34,20.0,15.0,13.0,55.0,51.0,15.0,13.0,20.0,48.0,66.0,0.2553191489361702,D,2014-07-20,GOIAS,SPORT RECIFE,1
12,36,17.0,9.0,23.0,56.0,78.0,17.0,16.0,16.0,68.0,67.0,0.2448979591836734,A,2014-07-26,CRICIUMA,VITORIA,0
13,16,46.0,15.0,26.0,147.0,100.0,9.0,10.0,30.0,44.0,87.0,0.4029850746268656,H,2014-07-26,CRUZEIRO,FIGUEIRENSE,2
32,9,32.0,31.0,24.0,113.0,88.0,3.0,2.0,5.0,8.0,10.0,0.4081632653061224,H,2014-07-26,SANTOS,CHAPECOENSE-SC,2
5,22,25.0,29.0,33.0,82.0,99.0,29.0,32.0,26.0,112.0,103.0,0.1529411764705882,A,2014-07-27,BAHIA,INTERNACIONAL,0
1,18,23.0,14.0,12.0,84.0,62.0,40.0,22.0,25.0,121.0,91.0,0.2388059701492537,A,2014-07-27,ATHLETICO-PR,FLUMINENSE,0
10,27,31.0,34.0,22.0,91.0,67.0,13.0,8.0,28.0,48.0,68.0,0.3088235294117647,H,2014-07-27,CORINTHIANS,PALMEIRAS,2
20,33,20.0,16.0,13.0,55.0,51.0,39.0,18.0,30.0,116.0,90.0,0.1818181818181818,H,2014-07-27,GOIAS,SAO PAULO,2
34,3,15.0,14.0,20.0,48.0,66.0,39.0,27.0,20.0,125.0,85.0,0.1538461538461538,H,2014-07-27,SPORT RECIFE,ATLETICO-MG,2
17,6,25.0,31.0,31.0,89.0,111.0,35.0,23.0,29.0,129.0,104.0,0.1954022988505747,H,2014-07-27,FLAMENGO RJ,BOTAFOGO RJ,2
21,11,43.0,26.0,18.0,106.0,73.0,27.0,22.0,38.0,103.0,118.0,0.3294117647058823,A,2014-07-27,GREMIO,CORITIBA,0
6,13,35.0,23.0,30.0,129.0,105.0,47.0,15.0,26.0,152.0,100.0,0.2619047619047619,D,2014-08-02,BOTAFOGO RJ,CRUZEIRO,1
33,12,39.0,18.0,31.0,117.0,92.0,17.0,9.0,24.0,57.0,81.0,0.3880597014925373,D,2014-08-02,SAO PAULO,CRICIUMA,1
36,21,18.0,16.0,16.0,71.0,68.0,43.0,26.0,19.0,108.0,76.0,0.1641791044776119,H,2014-08-03,VITORIA,GREMIO,2
9,17,3.0,2.0,6.0,8.0,13.0,26.0,31.0,31.0,90.0,111.0,0.0416666666666666,H,2014-08-03,CHAPECOENSE-SC,FLAMENGO RJ,2
11,10,28.0,22.0,38.0,106.0,120.0,32.0,34.0,22.0,93.0,67.0,0.2619047619047619,D,2014-08-03,CORITIBA,CORINTHIANS,1
16,34,9.0,10.0,31.0,44.0,92.0,16.0,14.0,20.0,50.0,67.0,0.1041666666666666,H,2014-08-03,FIGUEIRENSE,SPORT RECIFE,2
27,5,13.0,8.0,29.0,48.0,70.0,25.0,29.0,34.0,82.0,100.0,0.1212121212121212,D,2014-08-03,PALMEIRAS,BAHIA,1
3,1,39.0,27.0,21.0,126.0,87.0,23.0,14.0,13.0,84.0,65.0,0.4328358208955223,H,2014-08-03,ATLETICO-MG,ATHLETICO-PR,2
18,20,41.0,22.0,25.0,124.0,91.0,21.0,16.0,13.0,57.0,52.0,0.3382352941176471,H,2014-08-03,FLUMINENSE,GOIAS,2
22,32,30.0,32.0,26.0,113.0,103.0,33.0,31.0,24.0,116.0,88.0,0.2470588235294117,H,2014-08-03,INTERNACIONAL,SANTOS,2
9,3,4.0,2.0,6.0,9.0,13.0,40.0,27.0,21.0,129.0,88.0,0.0612244897959183,D,2014-08-07,CHAPECOENSE-SC,ATLETICO-MG,1
5,20,25.0,30.0,34.0,83.0,101.0,21.0,16.0,14.0,57.0,54.0,0.1857142857142857,H,2014-08-09,BAHIA,GOIAS,2
12,13,17.0,10.0,24.0,58.0,82.0,47.0,16.0,26.0,153.0,101.0,0.1714285714285714,D,2014-08-09,CRICIUMA,CRUZEIRO,1
18,11,42.0,22.0,25.0,126.0,91.0,28.0,23.0,38.0,106.0,120.0,0.2727272727272727,D,2014-08-10,FLUMINENSE,CORITIBA,1
1,6,23.0,14.0,14.0,85.0,68.0,35.0,24.0,30.0,130.0,106.0,0.2253521126760563,H,2014-08-10,ATHLETICO-PR,BOTAFOGO RJ,2
17,34,26.0,31.0,32.0,90.0,112.0,16.0,14.0,21.0,50.0,70.0,0.2571428571428571,H,2014-08-10,FLAMENGO RJ,SPORT RECIFE,2
22,21,31.0,32.0,26.0,114.0,103.0,43.0,26.0,20.0,109.0,78.0,0.25,H,2014-08-10,INTERNACIONAL,GREMIO,2
32,10,33.0,31.0,25.0,116.0,89.0,32.0,35.0,22.0,93.0,67.0,0.2413793103448276,A,2014-08-10,SANTOS,CORINTHIANS,0
3,27,40.0,28.0,21.0,130.0,89.0,13.0,9.0,29.0,49.0,71.0,0.4285714285714285,H,2014-08-10,ATLETICO-MG,PALMEIRAS,2
9,16,4.0,3.0,6.0,10.0,14.0,10.0,10.0,31.0,47.0,92.0,0.0909090909090909,A,2014-08-10,CHAPECOENSE-SC,FIGUEIRENSE,0
33,36,39.0,19.0,31.0,118.0,93.0,19.0,16.0,16.0,73.0,69.0,0.3714285714285714,H,2014-08-10,SAO PAULO,VITORIA,2
20,22,21.0,16.0,15.0,57.0,55.0,32.0,32.0,26.0,116.0,103.0,0.1911764705882352,A,2014-08-16,GOIAS,INTERNACIONAL,0
10,5,33.0,35.0,22.0,94.0,67.0,26.0,30.0,34.0,84.0,101.0,0.2528735632183908,D,2014-08-17,CORINTHIANS,BAHIA,1
11,17,28.0,24.0,38.0,107.0,121.0,27.0,31.0,32.0,91.0,112.0,0.2558139534883721,A,2014-08-17,CORITIBA,FLAMENGO RJ,0
13,32,47.0,17.0,26.0,153.0,101.0,33.0,31.0,26.0,116.0,90.0,0.3255813953488372,H,2014-08-17,CRUZEIRO,SANTOS,2
21,12,43.0,26.0,21.0,109.0,80.0,17.0,11.0,24.0,58.0,82.0,0.4117647058823529,H,2014-08-17,GREMIO,CRICIUMA,2
27,33,13.0,9.0,30.0,50.0,73.0,40.0,19.0,31.0,121.0,94.0,0.1176470588235294,A,2014-08-17,PALMEIRAS,SAO PAULO,0
36,9,19.0,16.0,17.0,74.0,72.0,4.0,3.0,7.0,10.0,15.0,0.3870967741935484,D,2014-08-17,VITORIA,CHAPECOENSE-SC,1
6,18,35.0,24.0,31.0,130.0,108.0,42.0,23.0,25.0,127.0,92.0,0.2588235294117647,H,2014-08-17,BOTAFOGO RJ,FLUMINENSE,2
16,3,11.0,10.0,31.0,48.0,92.0,41.0,28.0,21.0,132.0,90.0,0.088235294117647,D,2014-08-17,FIGUEIRENSE,ATLETICO-MG,1
34,1,16.0,14.0,22.0,50.0,71.0,24.0,14.0,14.0,87.0,68.0,0.22,D,2014-08-17,SPORT RECIFE,ATHLETICO-PR,1
16,6,11.0,11.0,31.0,50.0,94.0,36.0,24.0,31.0,132.0,108.0,0.0833333333333333,H,2014-08-20,FIGUEIRENSE,BOTAFOGO RJ,2
32,1,33.0,31.0,27.0,116.0,93.0,24.0,15.0,14.0,88.0,69.0,0.2957746478873239,H,2014-08-20,SANTOS,ATHLETICO-PR,2
34,27,16.0,15.0,22.0,51.0,72.0,13.0,9.0,31.0,51.0,75.0,0.2115384615384615,H,2014-08-20,SPORT RECIFE,PALMEIRAS,2
5,12,26.0,31.0,34.0,85.0,102.0,17.0,11.0,25.0,58.0,84.0,0.1971830985915492,D,2014-08-21,BAHIA,CRICIUMA,1
11,36,28.0,24.0,39.0,107.0,122.0,19.0,17.0,17.0,74.0,72.0,0.3098591549295774,H,2014-08-21,CORITIBA,VITORIA,2
9,18,4.0,4.0,7.0,10.0,15.0,42.0,23.0,26.0,127.0,94.0,0.0566037735849056,H,2014-08-21,CHAPECOENSE-SC,FLUMINENSE,2
17,3,28.0,31.0,32.0,92.0,112.0,41.0,29.0,21.0,134.0,92.0,0.2134831460674157,H,2014-08-21,FLAMENGO RJ,ATLETICO-MG,2
22,33,33.0,32.0,26.0,117.0,103.0,41.0,19.0,31.0,123.0,95.0,0.2584269662921348,A,2014-08-21,INTERNACIONAL,SAO PAULO,0
10,20,33.0,36.0,22.0,95.0,68.0,21.0,16.0,16.0,57.0,56.0,0.3055555555555556,H,2014-08-21,CORINTHIANS,GOIAS,2
13,21,48.0,17.0,26.0,156.0,101.0,44.0,26.0,21.0,111.0,80.0,0.3258426966292135,H,2014-08-22,CRUZEIRO,GREMIO,2
3,22,41.0,29.0,22.0,135.0,94.0,33.0,32.0,27.0,117.0,104.0,0.348314606741573,H,2014-08-23,ATLETICO-MG,INTERNACIONAL,2
6,9,36.0,24.0,32.0,132.0,109.0,5.0,4.0,7.0,11.0,15.0,0.4509803921568627,H,2014-08-23,BOTAFOGO RJ,CHAPECOENSE-SC,2
27,11,13.0,9.0,32.0,52.0,77.0,29.0,24.0,39.0,109.0,122.0,0.1126760563380281,H,2014-08-24,PALMEIRAS,CORITIBA,2
12,17,17.0,12.0,25.0,58.0,84.0,29.0,31.0,32.0,94.0,113.0,0.1690140845070422,A,2014-08-24,CRICIUMA,FLAMENGO RJ,0
18,34,42.0,23.0,27.0,127.0,95.0,17.0,15.0,22.0,53.0,73.0,0.3333333333333333,H,2014-08-24,FLUMINENSE,SPORT RECIFE,2
21,10,44.0,26.0,22.0,111.0,81.0,34.0,36.0,22.0,100.0,70.0,0.3295454545454545,H,2014-08-24,GREMIO,CORINTHIANS,2
33,32,42.0,19.0,31.0,124.0,95.0,34.0,31.0,27.0,118.0,93.0,0.3033707865168539,H,2014-08-24,SAO PAULO,SANTOS,2
36,16,19.0,17.0,18.0,74.0,74.0,12.0,11.0,31.0,51.0,94.0,0.2264150943396226,A,2014-08-24,VITORIA,FIGUEIRENSE,0
1,5,24.0,15.0,15.0,88.0,71.0,26.0,32.0,34.0,85.0,102.0,0.2394366197183098,D,2014-08-24,ATHLETICO-PR,BAHIA,1
20,13,21.0,16.0,17.0,59.0,61.0,49.0,17.0,26.0,157.0,101.0,0.1830985915492957,A,2014-08-24,GOIAS,CRUZEIRO,0
13,9,50.0,17.0,26.0,158.0,101.0,5.0,4.0,8.0,11.0,16.0,0.5555555555555556,H,2014-08-30,CRUZEIRO,CHAPECOENSE-SC,2
27,22,14.0,9.0,32.0,53.0,77.0,33.0,32.0,28.0,117.0,105.0,0.125,A,2014-08-30,PALMEIRAS,INTERNACIONAL,0
6,32,37.0,24.0,32.0,133.0,109.0,34.0,31.0,28.0,119.0,95.0,0.2696629213483146,H,2014-08-31,BOTAFOGO RJ,SANTOS,2
10,18,34.0,36.0,23.0,101.0,72.0,43.0,23.0,27.0,131.0,95.0,0.2527472527472527,D,2014-08-31,CORINTHIANS,FLUMINENSE,1
11,3,29.0,24.0,40.0,109.0,123.0,42.0,29.0,22.0,136.0,94.0,0.2555555555555555,D,2014-08-31,CORITIBA,ATLETICO-MG,1
16,33,13.0,11.0,31.0,52.0,94.0,43.0,19.0,31.0,126.0,96.0,0.0972222222222222,D,2014-08-31,FIGUEIRENSE,SAO PAULO,1
34,12,17.0,15.0,23.0,53.0,77.0,17.0,12.0,26.0,58.0,86.0,0.2222222222222222,H,2014-08-31,SPORT RECIFE,CRICIUMA,2
20,1,21.0,16.0,18.0,59.0,62.0,24.0,16.0,15.0,88.0,71.0,0.2452830188679245,H,2014-08-31,GOIAS,ATHLETICO-PR,2
21,5,45.0,26.0,22.0,113.0,82.0,26.0,33.0,34.0,85.0,102.0,0.3333333333333333,H,2014-08-31,GREMIO,BAHIA,2
36,17,19.0,17.0,19.0,74.0,75.0,30.0,31.0,32.0,96.0,113.0,0.1666666666666666,A,2014-08-31,VITORIA,FLAMENGO RJ,0
17,21,31.0,31.0,32.0,98.0,114.0,46.0,26.0,22.0,114.0,82.0,0.217391304347826,A,2014-09-06,FLAMENGO RJ,GREMIO,0
32,36,34.0,31.0,29.0,119.0,96.0,19.0,17.0,20.0,75.0,77.0,0.2972972972972973,H,2014-09-06,SANTOS,VITORIA,2
9,20,5.0,4.0,9.0,13.0,20.0,22.0,16.0,18.0,62.0,63.0,0.1081081081081081,D,2014-09-07,CHAPECOENSE-SC,GOIAS,1
3,6,42.0,30.0,22.0,136.0,94.0,38.0,24.0,32.0,134.0,109.0,0.3440860215053763,H,2014-09-07,ATLETICO-MG,BOTAFOGO RJ,2
12,10,17.0,12.0,27.0,58.0,88.0,34.0,37.0,23.0,102.0,73.0,0.1643835616438356,D,2014-09-07,CRICIUMA,CORINTHIANS,1
18,13,43.0,24.0,27.0,132.0,96.0,51.0,17.0,26.0,162.0,103.0,0.2717391304347826,D,2014-09-07,FLUMINENSE,CRUZEIRO,1
33,34,43.0,20.0,31.0,127.0,97.0,18.0,15.0,23.0,55.0,77.0,0.3783783783783784,H,2014-09-07,SAO PAULO,SPORT RECIFE,2
1,27,24.0,16.0,16.0,89.0,74.0,14.0,9.0,33.0,53.0,78.0,0.3035714285714285,D,2014-09-07,ATHLETICO-PR,PALMEIRAS,1
5,11,26.0,33.0,35.0,85.0,103.0,29.0,25.0,40.0,109.0,123.0,0.1521739130434782,D,2014-09-07,BAHIA,CORITIBA,1
22,16,34.0,32.0,28.0,118.0,105.0,13.0,12.0,31.0,53.0,95.0,0.3108108108108108,A,2014-09-07,INTERNACIONAL,FIGUEIRENSE,0
16,18,14.0,12.0,31.0,56.0,97.0,43.0,25.0,27.0,135.0,99.0,0.0945945945945946,D,2014-09-10,FIGUEIRENSE,FLUMINENSE,1
21,1,47.0,26.0,22.0,115.0,82.0,24.0,17.0,16.0,90.0,75.0,0.4189189189189189,H,2014-09-10,GREMIO,ATHLETICO-PR,2
